Korszak_Filter,Konfliktus_Filter,Terep_Filter,Matching_Categories_Sorted_String,Image_names,Categories_to_be_generated,Images-to-be-generated,Substring_Count
Hidegháború,Iraki Háború,Sztyeppe,Harcjármű|Harcjármű|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Raketa rendszerek|Repülők|Ágyú löveg|Raketa rendszerek|Raketa rendszerek,tank.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png|Raketa rendszerek.png,6
Hidegháború,Iraki Háború,Tundra/Havas Táj,Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg,Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg,Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,5
Hidegháború,Iraki Háború,Városi Harc,Harcjármű|Harcjármű|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Iraki Háború,Vízközeli,Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Jármű modellek|Raketa rendszerek|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Építési kellékek,hajo.png|submarine.png|hajo.png|submarine.png|hajo.png|submarine.png|hajo.png|submarine.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|car.png|Raketa rendszerek.png|plane.png|howizer.png,Hajó és tengeralattjáró modellek|Helikopterek|Jármű modellek|Raketa rendszerek|Repülők|Terptárgyak,hajo.png|submarine.png|helicopter.png|car.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Iraki Háború (2003-),Dzsungel/Trópusi Erdő,Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek,helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png,Helikopter modellek|Helikopterek|Karakterek|Helikopterek|Helikopterek|Helikopterek,helicopter.png|helicopter.png|katona.png|helicopter.png|helicopter.png|helicopter.png,6
Hidegháború,Iraki Háború (2003-),Hegyi Terep,Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg,hajo.png|submarine.png|hajo.png|submarine.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|howizer.png|howizer.png,Hajó és tengeralattjáró modellek|Helikopterek|Karakterek|Terptárgyak|Ágyú löveg|Helikopterek,hajo.png|submarine.png|helicopter.png|katona.png|howizer.png|helicopter.png,6
Hidegháború,Iraki Háború (2003-),Mérsékelt Övi Síkság/Dombvidék,Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Építési kellékek,hajo.png|submarine.png|hajo.png|submarine.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|howizer.png|howizer.png,Hajó és tengeralattjáró modellek|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Terptárgyak,hajo.png|submarine.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png,6
Hidegháború,Iraki Háború (2003-),Sivatag,Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Karakterek|Raketa rendszerek|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Építési kellékek,hajo.png|submarine.png|hajo.png|submarine.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|katona.png|Raketa rendszerek.png|howizer.png|howizer.png,Hajó és tengeralattjáró modellek|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Terptárgyak,hajo.png|submarine.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png,6
Hidegháború,Iraki Háború (2003-),Városi Harc,Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Terptárgyak|Építési kellékek,helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png,Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Terptárgyak|Építési kellékek,helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png,4
Hidegháború,Iraki Háború (2003-),Vízközeli,Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Hajó és tengeralattjáró modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Jármű modellek|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Terptárgyak|Terptárgyak|Építési kellékek,hajo.png|submarine.png|hajo.png|submarine.png|hajo.png|submarine.png|hajo.png|submarine.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|car.png|plane.png,Hajó és tengeralattjáró modellek|Helikopterek|Jármű modellek|Repülők|Terptárgyak|Építési kellékek,hajo.png|submarine.png|helicopter.png|car.png|plane.png,5
Hidegháború,Iráni-Iraki Háború,Dzsungel/Trópusi Erdő,Harcjármű|Harcjármű|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,6
Hidegháború,Iráni-Iraki Háború,Hegyi Terep,Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Hidegháború,Iráni-Iraki Háború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Harcjármű|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Raketa rendszerek,tank.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png,5
Hidegháború,Iráni-Iraki Háború,Sivatag,Harcjármű|Harcjármű|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Raketa rendszerek,tank.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png,5
Hidegháború,Iráni-Iraki Háború,Sztyeppe,Harcjármű|Harcjármű|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Raketa rendszerek|Repülők|Ágyú löveg|Raketa rendszerek|Raketa rendszerek,tank.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png|Raketa rendszerek.png,6
Hidegháború,Iráni-Iraki Háború,Tundra/Havas Táj,Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg,Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg,Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png,5
Hidegháború,Iráni-Iraki Háború,Városi Harc,Harcjármű|Harcjármű|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Ágyú löveg,tank.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png,5
Hidegháború,Jom Kippuri Háború,Dzsungel/Trópusi Erdő,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Raketa rendszerek,tank.png|tank.png|tank.png|helicopter.png|Raketa rendszerek.png,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Raketa rendszerek,tank.png|tank.png|tank.png|helicopter.png|Raketa rendszerek.png,5
Hidegháború,Jom Kippuri Háború,Hegyi Terep,Helikopter modellek|Karakterek|Karakterek,helicopter.png|katona.png|katona.png,Helikopter modellek|Karakterek|Karakterek,helicopter.png|katona.png|katona.png,3
Hidegháború,Jom Kippuri Háború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Építési kellékek,tank.png|tank.png|tank.png|helicopter.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png,Harcjármű|Helikopter modellek|Karakterek|Raketa rendszerek|Építési kellékek|Raketa rendszerek,tank.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png,5
Hidegháború,Jom Kippuri Háború,Sivatag,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Építési kellékek,tank.png|tank.png|tank.png|helicopter.png|katona.png|katona.png|katona.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png,Harcjármű|Helikopter modellek|Karakterek|Raketa rendszerek|Építési kellékek|Raketa rendszerek,tank.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png,5
Hidegháború,Jom Kippuri Háború,Sztyeppe,Harcjármű|Harcjármű|Helikopter modellek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek,tank.png|tank.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png,Harcjármű|Helikopter modellek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek,tank.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png,6
Hidegháború,Jom Kippuri Háború,Városi Harc,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Építési kellékek,tank.png|tank.png|tank.png|helicopter.png|katona.png|katona.png|katona.png|katona.png|katona.png,Harcjármű|Helikopter modellek|Karakterek|Építési kellékek|Karakterek|Karakterek,tank.png|helicopter.png|katona.png|katona.png|katona.png,5
Hidegháború,Koreai Háború,Dzsungel/Trópusi Erdő,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Hidegháború,Koreai Háború,Hegyi Terep,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Karakterek|Karakterek|Karakterek,tank.png|katona.png|howizer.png|katona.png|katona.png|katona.png,6
Hidegháború,Koreai Háború,Mérsékelt Övi Síkság/Dombvidék,Hajók|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,hajo.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg,hajo.png|tank.png|katona.png|howizer.png|howizer.png,5
Hidegháború,Koreai Háború,Partraszállás/Vízközeli,Hajók|Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Karakterek|Karakterek,hajo.png|hajo.png|hajo.png|tank.png|tank.png|tank.png|tank.png|katona.png|katona.png,Hajók|Harcjármű modellek|Karakterek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek,hajo.png|tank.png|katona.png|tank.png|tank.png|tank.png,6
Hidegháború,Koreai Háború,Sivatag,Harcjármű|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Hidegháború,Koreai Háború,Sztyeppe,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Hidegháború,Koreai Háború,Tundra/Havas Táj,Hajók|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,hajo.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Karakterek|Karakterek,hajo.png|tank.png|katona.png|howizer.png|katona.png|katona.png,6
Hidegháború,Koreai Háború,Városi Harc,Hajók|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,hajo.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg,hajo.png|tank.png|katona.png|howizer.png|howizer.png,5
